iter,elapsed_sec,avg_iter_sec,eta_target_sec,total_est_sec
78156,73.67,0.0009,1.74,75.41
78157,74.40,0.0010,1.75,76.16
78158,75.79,0.0010,1.79,77.57
78159,76.56,0.0010,1.80,78.36
78160,77.34,0.0010,1.82,79.16
78161,78.69,0.0010,1.85,80.54
78162,79.48,0.0010,1.87,81.35
78163,80.26,0.0010,1.89,82.15
78164,81.03,0.0010,1.90,82.93
78165,82.37,0.0011,1.93,84.31
78166,83.14,0.0011,1.95,85.10
78167,83.92,0.0011,1.97,85.89
78168,84.69,0.0011,1.98,86.67
78169,86.08,0.0011,2.02,88.10
78170,86.86,0.0011,2.03,88.89
78171,87.61,0.0011,2.05,89.66
78172,88.38,0.0011,2.07,90.44
78173,89.72,0.0011,2.10,91.82
78174,90.48,0.0012,2.11,92.59
78175,91.25,0.0012,2.13,93.38
78176,92.00,0.0012,2.15,94.14
78177,93.37,0.0012,2.18,95.55
78178,94.12,0.0012,2.19,96.32
78179,94.87,0.0012,2.21,97.08
78180,95.61,0.0012,2.23,97.84
78181,96.96,0.0012,2.26,99.21
78182,97.70,0.0012,2.27,99.97
78183,98.45,0.0013,2.29,100.74
78184,99.18,0.0013,2.30,101.49
78185,100.53,0.0013,2.33,102.87
78186,101.30,0.0013,2.35,103.65
78187,102.05,0.0013,2.37,104.41
78188,102.79,0.0013,2.38,105.17
78189,104.17,0.0013,2.41,106.58
78190,104.93,0.0013,2.43,107.35
78191,105.69,0.0014,2.45,108.14
78192,106.41,0.0014,2.46,108.87
78193,107.76,0.0014,2.49,110.25
78194,108.50,0.0014,2.51,111.01
78195,109.25,0.0014,2.52,111.78
78196,109.96,0.0014,2.54,112.50
78197,111.34,0.0014,2.57,113.91
78198,112.10,0.0014,2.58,114.69
78199,112.85,0.0014,2.60,115.45
78200,114.21,0.0015,2.63,116.84
78201,114.96,0.0015,2.64,117.60
78202,115.71,0.0015,2.66,118.37
78203,116.48,0.0015,2.68,119.15
78204,117.82,0.0015,2.71,120.53
78205,118.59,0.0015,2.72,121.32
78206,119.35,0.0015,2.74,122.09
78207,120.11,0.0015,2.75,122.86
78208,121.47,0.0016,2.78,124.26
78209,122.24,0.0016,2.80,125.04
78210,122.99,0.0016,2.81,125.81
78211,123.75,0.0016,2.83,126.58
78212,125.11,0.0016,2.86,127.97
78213,125.86,0.0016,2.88,128.74
78214,126.80,0.0016,2.90,129.69
78215,127.53,0.0016,2.91,130.45
78216,128.90,0.0016,2.94,131.84
78217,129.65,0.0017,2.96,132.61
78218,130.42,0.0017,2.97,133.39
78219,131.16,0.0017,2.99,134.15
78220,132.51,0.0017,3.02,135.53
78221,133.28,0.0017,3.03,136.31
78222,134.04,0.0017,3.05,137.08
78223,134.80,0.0017,3.06,137.87
78224,136.15,0.0017,3.09,139.25
78225,136.93,0.0018,3.11,140.04
78226,137.70,0.0018,3.12,140.83
78227,138.43,0.0018,3.14,141.57
78228,139.81,0.0018,3.17,142.98
78229,140.60,0.0018,3.18,143.78
78230,141.36,0.0018,3.20,144.56
78231,142.07,0.0018,3.21,145.28
78232,143.46,0.0018,3.24,146.70
78233,144.21,0.0018,3.26,147.47
78234,145.01,0.0019,3.27,148.28
78235,145.73,0.0019,3.29,149.02
78236,147.10,0.0019,3.32,150.42
78237,147.89,0.0019,3.33,151.22
78238,148.67,0.0019,3.35,152.02
78239,149.40,0.0019,3.36,152.77
78240,150.80,0.0019,3.39,154.20
78241,151.56,0.0019,3.41,154.97
78242,152.30,0.0019,3.42,155.72
78243,153.67,0.0020,3.45,157.12
78244,154.44,0.0020,3.47,157.91
78245,155.21,0.0020,3.48,158.69
78246,155.97,0.0020,3.50,159.46
78247,157.35,0.0020,3.53,160.88
78248,158.12,0.0020,3.54,161.66
78249,158.89,0.0020,3.56,162.45
78250,159.66,0.0020,3.57,163.23
78251,161.03,0.0021,3.60,164.63
78252,161.77,0.0021,3.61,165.39
78253,162.53,0.0021,3.63,166.16
78254,163.28,0.0021,3.64,166.92
78255,164.65,0.0021,3.67,168.32
78256,165.42,0.0021,3.69,169.11
78257,166.20,0.0021,3.70,169.90
78258,166.96,0.0021,3.72,170.67
78259,168.31,0.0022,3.74,172.06
78260,169.07,0.0022,3.76,172.83
78261,169.81,0.0022,3.77,173.59
78262,170.58,0.0022,3.79,174.37
78263,171.95,0.0022,3.82,175.76
78264,172.74,0.0022,3.83,176.57
78265,173.49,0.0022,3.85,177.34
78266,174.24,0.0022,3.86,178.11
78267,175.62,0.0022,3.89,179.51
78268,176.40,0.0023,3.90,180.31
78269,177.15,0.0023,3.92,181.07
78270,177.88,0.0023,3.93,181.81
78271,179.25,0.0023,3.96,183.21
78272,180.05,0.0023,3.97,184.03
78273,180.82,0.0023,3.99,184.81
78274,181.57,0.0023,4.00,185.57
78275,182.93,0.0023,4.03,186.96
78276,183.69,0.0023,4.05,187.73
78277,184.44,0.0024,4.06,188.50
78278,185.16,0.0024,4.07,189.23
78279,186.54,0.0024,4.10,190.64
78280,187.36,0.0024,4.12,191.48
78281,188.12,0.0024,4.13,192.25
78282,188.85,0.0024,4.14,193.00
78283,190.26,0.0024,4.17,194.43
78284,191.02,0.0024,4.19,195.21
78285,191.77,0.0024,4.20,195.97
78286,193.14,0.0025,4.23,197.36
78287,193.88,0.0025,4.24,198.13
78288,194.65,0.0025,4.26,198.91
78289,195.41,0.0025,4.27,199.68
78290,196.78,0.0025,4.30,201.08
78291,197.52,0.0025,4.31,201.83
78292,198.28,0.0025,4.33,202.60
78293,199.05,0.0025,4.34,203.39
78294,200.39,0.0026,4.37,204.76
78295,201.14,0.0026,4.38,205.52
78296,201.90,0.0026,4.39,206.30
78297,202.67,0.0026,4.41,207.08
78298,204.03,0.0026,4.44,208.46
78299,204.79,0.0026,4.45,209.23
78300,205.55,0.0026,4.46,210.01
78301,206.33,0.0026,4.48,210.81
78302,207.69,0.0027,4.50,212.20
78303,208.47,0.0027,4.52,212.99
78304,209.23,0.0027,4.53,213.76
78305,209.96,0.0027,4.54,214.51
78306,211.36,0.0027,4.57,215.93
78307,212.13,0.0027,4.59,216.72
78308,212.90,0.0027,4.60,217.50
78309,213.66,0.0027,4.61,218.27
78310,215.05,0.0027,4.64,219.69
78311,215.87,0.0028,4.66,220.53
78312,216.67,0.0028,4.67,221.34
78313,217.46,0.0028,4.68,222.15
78314,218.91,0.0028,4.71,223.62
78315,219.78,0.0028,4.73,224.51
78316,220.78,0.0028,4.75,225.53
78317,221.67,0.0028,4.76,226.44
78318,223.08,0.0028,4.79,227.87
78319,223.85,0.0029,4.80,228.65
78320,224.62,0.0029,4.82,229.43
78321,225.38,0.0029,4.83,230.21
78322,226.76,0.0029,4.86,231.61
78323,227.53,0.0029,4.87,232.40
78324,228.30,0.0029,4.89,233.18
78325,229.66,0.0029,4.91,234.57
78326,230.53,0.0029,4.93,235.46
78327,231.53,0.0030,4.95,236.47
78328,232.60,0.0030,4.97,237.56
78329,234.11,0.0030,4.99,239.10
78330,235.00,0.0030,5.01,240.01
78331,235.84,0.0030,5.03,240.86
78332,236.66,0.0030,5.04,241.69
78333,238.06,0.0030,5.07,243.12
78334,238.86,0.0030,5.08,243.94
78335,239.64,0.0031,5.09,244.73
78336,240.56,0.0031,5.11,245.67
78337,242.03,0.0031,5.14,247.17
78338,242.83,0.0031,5.15,247.98
78339,243.62,0.0031,5.17,248.79
78340,244.39,0.0031,5.18,249.57
78341,245.76,0.0031,5.20,250.97
78342,246.54,0.0031,5.22,251.76
78343,247.31,0.0032,5.23,252.54
78344,248.09,0.0032,5.24,253.34
78345,249.52,0.0032,5.27,254.79
78346,250.32,0.0032,5.28,255.60
78347,251.10,0.0032,5.30,256.40
78348,251.86,0.0032,5.31,257.17
78349,253.24,0.0032,5.34,258.58
78350,254.05,0.0032,5.35,259.40
78351,254.85,0.0033,5.36,260.21
78352,255.62,0.0033,5.38,261.00
78353,257.01,0.0033,5.40,262.41
78354,257.78,0.0033,5.42,263.19
78355,258.56,0.0033,5.43,263.99
78356,259.34,0.0033,5.44,264.79
78357,260.75,0.0033,5.47,266.22
78358,261.53,0.0033,5.48,267.01
78359,262.31,0.0033,5.49,267.80
78360,263.06,0.0034,5.51,268.57
78361,264.45,0.0034,5.53,269.98
78362,265.22,0.0034,5.54,270.77
78363,266.00,0.0034,5.56,271.56
78364,266.78,0.0034,5.57,272.35
78365,268.17,0.0034,5.59,273.76
78366,268.94,0.0034,5.61,274.54
78367,269.70,0.0034,5.62,275.32
78368,271.07,0.0035,5.65,276.72
78369,271.85,0.0035,5.66,277.51
78370,272.63,0.0035,5.67,278.30
78371,273.41,0.0035,5.68,279.09
78372,274.78,0.0035,5.71,280.48
78373,275.56,0.0035,5.72,281.28
78374,276.35,0.0035,5.73,282.08
78375,277.15,0.0035,5.75,282.90
78376,278.54,0.0036,5.77,284.31
78377,279.29,0.0036,5.78,285.08
78378,280.08,0.0036,5.80,285.88
78379,280.86,0.0036,5.81,286.66
78380,282.23,0.0036,5.83,288.06
78381,283.02,0.0036,5.85,288.87
78382,283.82,0.0036,5.86,289.68
78383,284.57,0.0036,5.87,290.44
78384,285.95,0.0036,5.90,291.85
78385,286.72,0.0037,5.91,292.63
78386,287.50,0.0037,5.92,293.42
78387,288.27,0.0037,5.93,294.20
78388,289.65,0.0037,5.96,295.61
78389,290.44,0.0037,5.97,296.41
78390,291.21,0.0037,5.98,297.19
78391,291.96,0.0037,5.99,297.95
78392,293.34,0.0037,6.02,299.36
78393,294.12,0.0038,6.03,300.15
78394,294.90,0.0038,6.04,300.94
78395,295.66,0.0038,6.05,301.71
78396,297.03,0.0038,6.08,303.10
78397,297.81,0.0038,6.09,303.90
78398,298.57,0.0038,6.10,304.67
78399,299.32,0.0038,6.11,305.43
78400,300.73,0.0038,6.14,306.87
78401,301.50,0.0038,6.15,307.64
78402,302.27,0.0039,6.16,308.43
78403,303.03,0.0039,6.17,309.20
78404,304.38,0.0039,6.20,310.57
78405,305.14,0.0039,6.21,311.35
78406,305.93,0.0039,6.22,312.15
78407,306.74,0.0039,6.23,312.97
78408,308.16,0.0039,6.26,314.42
78409,308.95,0.0039,6.27,315.22
78410,309.77,0.0040,6.28,316.05
78411,311.18,0.0040,6.31,317.49
78412,311.97,0.0040,6.32,318.29
78413,312.77,0.0040,6.33,319.10
78414,313.55,0.0040,6.34,319.90
78415,314.92,0.0040,6.37,321.29
78416,315.70,0.0040,6.38,322.08
78417,316.50,0.0040,6.39,322.89
78418,317.28,0.0040,6.40,323.68
78419,318.68,0.0041,6.42,325.10
78420,319.46,0.0041,6.44,325.90
78421,320.24,0.0041,6.45,326.69
78422,321.03,0.0041,6.46,327.49
78423,322.43,0.0041,6.48,328.91
78424,323.21,0.0041,6.50,329.71
78425,324.06,0.0041,6.51,330.57
78426,324.85,0.0041,6.52,331.37
78427,326.22,0.0042,6.54,332.76
78428,326.98,0.0042,6.55,333.53
78429,327.78,0.0042,6.57,334.35
78430,328.55,0.0042,6.58,335.13
78431,329.93,0.0042,6.60,336.53
78432,330.72,0.0042,6.61,337.33
78433,331.51,0.0042,6.62,338.13
78434,332.27,0.0042,6.63,338.91
78435,333.65,0.0043,6.66,340.31
78436,334.41,0.0043,6.67,341.07
78437,335.18,0.0043,6.68,341.86
78438,335.94,0.0043,6.69,342.63
78439,337.32,0.0043,6.71,344.03
78440,338.10,0.0043,6.72,344.82
78441,338.87,0.0043,6.74,345.61
78442,339.62,0.0043,6.75,346.37
78443,341.02,0.0043,6.77,347.79
78444,341.80,0.0044,6.78,348.58
78445,342.58,0.0044,6.79,349.37
78446,343.32,0.0044,6.80,350.12
78447,344.72,0.0044,6.82,351.54
78448,345.49,0.0044,6.84,352.32
78449,346.27,0.0044,6.85,353.11
78450,347.65,0.0044,6.87,354.52
78451,348.42,0.0044,6.88,355.30
78452,349.21,0.0045,6.89,356.10
78453,349.98,0.0045,6.90,356.88
78454,351.35,0.0045,6.92,358.27
78455,352.12,0.0045,6.93,359.06
78456,352.87,0.0045,6.94,359.82
78457,353.63,0.0045,6.95,360.59
78458,354.99,0.0045,6.98,361.97
78459,355.77,0.0045,6.99,362.76
78460,356.54,0.0045,7.00,363.54
78461,357.33,0.0046,7.01,364.34
78462,358.72,0.0046,7.03,365.75
78463,359.48,0.0046,7.04,366.52
78464,360.25,0.0046,7.05,367.31
78465,361.02,0.0046,7.06,368.08
78466,362.39,0.0046,7.08,369.47
78467,363.16,0.0046,7.10,370.26
78468,363.93,0.0046,7.11,371.04
78469,364.70,0.0046,7.12,371.82
78470,366.09,0.0047,7.14,373.23
78471,366.86,0.0047,7.15,374.01
78472,367.64,0.0047,7.16,374.80
78473,368.38,0.0047,7.17,375.55
78474,369.74,0.0047,7.19,376.93
78475,370.51,0.0047,7.20,377.71
78476,371.28,0.0047,7.21,378.49
78477,372.03,0.0047,7.22,379.25
78478,373.43,0.0048,7.24,380.67
78479,374.21,0.0048,7.25,381.46
78480,374.98,0.0048,7.26,382.24
78481,375.71,0.0048,7.27,382.99
78482,377.10,0.0048,7.29,384.39
78483,377.88,0.0048,7.30,385.19
78484,378.66,0.0048,7.31,385.98
78485,379.41,0.0048,7.32,386.74
78486,380.83,0.0049,7.35,388.17
78487,381.63,0.0049,7.36,388.99
78488,382.44,0.0049,7.37,389.81
78489,383.17,0.0049,7.38,390.55
78490,384.58,0.0049,7.40,391.98
78491,385.37,0.0049,7.41,392.78
78492,386.15,0.0049,7.42,393.56
78493,387.51,0.0049,7.44,394.95
78494,388.29,0.0049,7.45,395.74
78495,389.11,0.0050,7.46,396.57
78496,389.88,0.0050,7.47,397.35
78497,391.23,0.0050,7.49,398.72
78498,392.00,0.0050,7.50,399.50
78499,392.77,0.0050,7.51,400.28
78500,393.53,0.0050,7.52,401.05
78501,394.91,0.0050,7.54,402.45
78502,395.68,0.0050,7.55,403.23
78503,396.45,0.0051,7.56,404.01
78504,397.23,0.0051,7.57,404.80
78505,398.60,0.0051,7.59,406.19
78506,399.37,0.0051,7.60,406.97
78507,400.13,0.0051,7.61,407.74
78508,400.89,0.0051,7.62,408.51
78509,402.26,0.0051,7.64,409.90
78510,403.03,0.0051,7.65,410.68
78511,403.81,0.0051,7.66,411.47
78512,404.58,0.0052,7.67,412.25
78513,405.96,0.0052,7.69,413.65
78514,406.71,0.0052,7.70,414.41
78515,407.47,0.0052,7.71,415.18
78516,408.21,0.0052,7.72,415.92
78517,409.58,0.0052,7.74,417.32
78518,410.37,0.0052,7.75,418.12
78519,411.15,0.0052,7.75,418.91
78520,411.88,0.0052,7.76,419.65
78521,413.28,0.0053,7.78,421.06
78522,414.04,0.0053,7.79,421.83
78523,414.82,0.0053,7.80,422.63
78524,415.58,0.0053,7.81,423.39
78525,416.95,0.0053,7.83,424.78
78526,417.73,0.0053,7.84,425.57
78527,418.48,0.0053,7.85,426.33
78528,419.21,0.0053,7.86,427.07
78529,420.60,0.0054,7.88,428.47
78530,421.37,0.0054,7.89,429.26
78531,422.14,0.0054,7.90,430.04
78532,422.91,0.0054,7.91,430.81
78533,424.31,0.0054,7.93,432.23
78534,425.08,0.0054,7.93,433.01
78535,425.89,0.0054,7.94,433.84
78536,427.24,0.0054,7.96,435.21
78537,428.00,0.0054,7.97,435.97
78538,428.78,0.0055,7.98,436.76
78539,429.56,0.0055,7.99,437.55
78540,430.93,0.0055,8.01,438.94
78541,431.72,0.0055,8.02,439.74
78542,432.50,0.0055,8.03,440.53
78543,433.29,0.0055,8.04,441.33
78544,434.67,0.0055,8.06,442.72
78545,435.45,0.0055,8.07,443.52
78546,436.23,0.0056,8.08,444.30
78547,437.00,0.0056,8.08,445.08
78548,438.39,0.0056,8.10,446.50
78549,439.18,0.0056,8.11,447.29
78550,439.96,0.0056,8.12,448.08
78551,440.73,0.0056,8.13,448.86
78552,442.09,0.0056,8.15,450.24
78553,442.86,0.0056,8.16,451.02
78554,443.65,0.0056,8.17,451.82
78555,444.42,0.0057,8.17,452.60
78556,445.78,0.0057,8.19,453.97
78557,446.53,0.0057,8.20,454.73
78558,447.29,0.0057,8.21,455.50
78559,448.04,0.0057,8.22,456.26
78560,449.42,0.0057,8.24,457.66
78561,450.21,0.0057,8.25,458.46
78562,450.98,0.0057,8.25,459.23
78563,451.72,0.0057,8.26,459.98
78564,453.10,0.0058,8.28,461.38
78565,453.89,0.0058,8.29,462.18
78566,454.65,0.0058,8.30,462.95
78567,455.39,0.0058,8.31,463.70
78568,456.76,0.0058,8.33,465.09
78569,457.54,0.0058,8.33,465.87
78570,458.30,0.0058,8.34,466.64
78571,459.02,0.0058,8.35,467.37
78572,460.40,0.0059,8.37,468.77
78573,461.17,0.0059,8.38,469.54
78574,461.93,0.0059,8.38,470.31
78575,463.29,0.0059,8.40,471.69
78576,464.06,0.0059,8.41,472.47
78577,464.83,0.0059,8.42,473.25
78578,465.62,0.0059,8.43,474.04
78579,466.97,0.0059,8.44,475.41
78580,467.74,0.0060,8.45,476.19
78581,468.52,0.0060,8.46,476.98
78582,469.28,0.0060,8.47,477.74
78583,470.63,0.0060,8.49,479.11
78584,471.40,0.0060,8.49,479.89
78585,472.16,0.0060,8.50,480.66
78586,472.93,0.0060,8.51,481.44
78587,474.30,0.0060,8.53,482.83
78588,475.07,0.0060,8.54,483.61
78589,475.83,0.0061,8.54,484.38
78590,476.61,0.0061,8.55,485.16
78591,477.96,0.0061,8.57,486.53
78592,478.75,0.0061,8.58,487.33
78593,479.52,0.0061,8.58,488.10
78594,480.30,0.0061,8.59,488.89
78595,481.67,0.0061,8.61,490.28
78596,482.42,0.0061,8.62,491.04
78597,483.17,0.0061,8.62,491.80
78598,483.93,0.0062,8.63,492.56
78599,485.29,0.0062,8.65,493.94
78600,486.05,0.0062,8.66,494.71
78601,486.80,0.0062,8.66,495.47
78602,487.57,0.0062,8.67,496.24
78603,488.94,0.0062,8.69,497.63
78604,489.72,0.0062,8.70,498.42
78605,490.48,0.0062,8.70,499.19
78606,491.22,0.0062,8.71,499.93
78607,492.60,0.0063,8.73,501.33
78608,493.37,0.0063,8.74,502.10
78609,494.13,0.0063,8.74,502.88
78610,494.88,0.0063,8.75,503.63
78611,496.24,0.0063,8.77,505.01
78612,497.02,0.0063,8.78,505.80
78613,497.82,0.0063,8.78,506.60
78614,498.58,0.0063,8.79,507.37
78615,499.97,0.0064,8.81,508.78
78616,500.74,0.0064,8.82,509.55
78617,501.50,0.0064,8.82,510.32
78618,502.87,0.0064,8.84,511.71
78619,503.79,0.0064,8.85,512.64
78620,504.58,0.0064,8.86,513.44
78621,505.37,0.0064,8.86,514.23
78622,506.77,0.0064,8.88,515.66
78623,507.69,0.0065,8.89,516.58
78624,508.49,0.0065,8.90,517.39
78625,509.27,0.0065,8.91,518.17
78626,510.63,0.0065,8.92,519.55
78627,511.41,0.0065,8.93,520.34
78628,512.19,0.0065,8.94,521.13
78629,512.94,0.0065,8.94,521.89
78630,514.32,0.0065,8.96,523.28
78631,515.10,0.0066,8.97,524.07
78632,515.86,0.0066,8.97,524.84
78633,516.63,0.0066,8.98,525.61
78634,517.98,0.0066,9.00,526.98
78635,518.75,0.0066,9.00,527.75
78636,519.50,0.0066,9.01,528.51
78637,520.24,0.0066,9.02,529.26
78638,521.58,0.0066,9.03,530.61
78639,522.35,0.0066,9.04,531.39
78640,523.11,0.0067,9.05,532.16
78641,523.88,0.0067,9.05,532.93
78642,525.23,0.0067,9.07,534.30
78643,525.98,0.0067,9.08,535.05
78644,526.74,0.0067,9.08,535.82
78645,527.49,0.0067,9.09,536.58
78646,528.89,0.0067,9.11,538.00
78647,529.69,0.0067,9.11,538.80
78648,530.45,0.0067,9.12,539.57
78649,531.20,0.0068,9.12,540.32
78650,532.58,0.0068,9.14,541.73
78651,533.36,0.0068,9.15,542.51
78652,534.15,0.0068,9.15,543.31
78653,534.91,0.0068,9.16,544.07
78654,536.27,0.0068,9.18,545.44
78655,537.04,0.0068,9.18,546.22
78656,537.81,0.0068,9.19,547.00
78657,538.55,0.0068,9.20,547.75
78658,539.96,0.0069,9.21,549.17
78659,540.73,0.0069,9.22,549.95
78660,541.50,0.0069,9.22,550.72
78661,542.86,0.0069,9.24,552.10
78662,543.77,0.0069,9.25,553.02
78663,544.54,0.0069,9.26,553.80
78664,545.30,0.0069,9.26,554.56
78665,546.70,0.0069,9.28,555.97
78666,547.48,0.0070,9.28,556.77
78667,548.26,0.0070,9.29,557.55
78668,549.04,0.0070,9.30,558.33
78669,550.45,0.0070,9.31,559.76
78670,551.22,0.0070,9.32,560.54
78671,552.01,0.0070,9.33,561.33
78672,552.79,0.0070,9.33,562.12
78673,554.15,0.0070,9.35,563.50
78674,554.93,0.0071,9.35,564.29
78675,555.72,0.0071,9.36,565.08
78676,556.52,0.0071,9.37,565.88
78677,557.89,0.0071,9.38,567.27
78678,558.67,0.0071,9.39,568.06
78679,559.45,0.0071,9.39,568.85
78680,560.22,0.0071,9.40,569.62
78681,561.60,0.0071,9.41,571.02
78682,562.40,0.0071,9.42,571.82
78683,563.17,0.0072,9.43,572.60
78684,563.92,0.0072,9.43,573.35
78685,565.30,0.0072,9.45,574.74
78686,566.08,0.0072,9.45,575.54
78687,566.86,0.0072,9.46,576.31
78688,567.64,0.0072,9.46,577.10
78689,569.00,0.0072,9.48,578.48
78690,569.80,0.0072,9.49,579.29
78691,570.57,0.0073,9.49,580.06
78692,571.33,0.0073,9.50,580.83
78693,572.72,0.0073,9.51,582.23
78694,573.48,0.0073,9.52,583.00
78695,574.28,0.0073,9.52,583.80
78696,575.01,0.0073,9.53,584.54
78697,576.41,0.0073,9.54,585.95
78698,577.16,0.0073,9.55,586.71
78699,577.91,0.0073,9.55,587.47
78700,579.30,0.0074,9.57,588.87
78701,580.07,0.0074,9.57,589.64
78702,580.85,0.0074,9.58,590.43
78703,581.62,0.0074,9.58,591.21
78704,582.98,0.0074,9.60,592.58
78705,583.74,0.0074,9.60,593.35
78706,584.51,0.0074,9.61,594.12
78707,585.29,0.0074,9.62,594.90
78708,586.70,0.0075,9.63,596.33
78709,587.48,0.0075,9.64,597.12
78710,588.25,0.0075,9.64,597.90
78711,589.00,0.0075,9.65,598.65
78712,590.38,0.0075,9.66,600.04
78713,591.16,0.0075,9.67,600.83
78714,591.97,0.0075,9.67,601.64
78715,592.74,0.0075,9.68,602.42
78716,594.15,0.0075,9.69,603.84
78717,594.94,0.0076,9.70,604.64
78718,595.73,0.0076,9.70,605.43
78719,596.49,0.0076,9.71,606.20
78720,597.87,0.0076,9.72,607.59
78721,598.62,0.0076,9.73,608.35
78722,599.40,0.0076,9.73,609.13
78723,600.17,0.0076,9.74,609.90
78724,601.55,0.0076,9.75,611.30
78725,602.34,0.0077,9.76,612.10
78726,603.13,0.0077,9.76,612.89
78727,603.89,0.0077,9.76,613.65
78728,605.27,0.0077,9.78,615.05
78729,606.06,0.0077,9.78,615.85
78730,606.85,0.0077,9.79,616.64
78731,607.59,0.0077,9.79,617.39
78732,609.01,0.0077,9.81,618.82
78733,609.79,0.0077,9.81,619.60
78734,610.56,0.0078,9.82,620.38
78735,611.33,0.0078,9.82,621.15
78736,612.70,0.0078,9.84,622.53
78737,613.48,0.0078,9.84,623.32
78738,614.25,0.0078,9.85,624.09
78739,615.04,0.0078,9.85,624.89
78740,616.49,0.0078,9.87,626.36
78741,617.28,0.0078,9.87,627.15
78742,618.06,0.0078,9.87,627.93
78743,619.43,0.0079,9.89,629.32
78744,620.21,0.0079,9.89,630.10
78745,620.97,0.0079,9.90,630.87
78746,621.77,0.0079,9.90,631.67
78747,623.17,0.0079,9.92,633.09
78748,623.94,0.0079,9.92,633.86
78749,624.73,0.0079,9.92,634.65
78750,625.50,0.0079,9.93,635.43
78751,626.85,0.0080,9.94,636.79
78752,627.68,0.0080,9.95,637.63
78753,628.45,0.0080,9.95,638.40
78754,629.21,0.0080,9.95,639.16
78755,630.57,0.0080,9.97,640.54
78756,631.35,0.0080,9.97,641.33
78757,632.11,0.0080,9.98,642.09
78758,632.88,0.0080,9.98,642.86
78759,634.25,0.0081,9.99,644.25
78760,635.02,0.0081,10.00,645.02
78761,635.81,0.0081,10.00,645.82
78762,636.58,0.0081,10.01,646.59
78763,637.97,0.0081,10.02,647.99
78764,638.83,0.0081,10.02,648.85
78765,639.61,0.0081,10.03,649.64
78766,640.36,0.0081,10.03,650.40
78767,641.74,0.0081,10.05,651.79
78768,642.51,0.0082,10.05,652.56
78769,643.29,0.0082,10.05,653.34
78770,644.02,0.0082,10.06,654.08
78771,645.39,0.0082,10.07,655.46
