iter,elapsed_sec,avg_iter_sec,eta_target_sec,total_est_sec
5246,56.14,0.0107,1014.07,1070.22
5247,57.50,0.0110,1038.37,1095.87
5248,58.23,0.0111,1051.29,1109.52
5249,58.99,0.0112,1064.76,1123.75
5250,59.72,0.0114,1077.76,1137.47
5251,61.07,0.0116,1101.99,1163.07
5252,61.80,0.0118,1114.90,1176.70
5253,62.56,0.0119,1128.29,1190.84
5254,63.28,0.0120,1141.20,1204.48
5255,64.65,0.0123,1165.65,1230.30
5256,65.39,0.0124,1178.74,1244.13
5257,66.11,0.0126,1191.49,1257.60
5258,66.84,0.0127,1204.32,1271.16
5259,68.18,0.0130,1228.25,1296.43
5260,68.92,0.0131,1241.29,1310.21
5261,69.66,0.0132,1254.48,1324.14
5262,70.36,0.0134,1266.85,1337.21
5263,72.03,0.0137,1296.54,1368.57
5264,73.55,0.0140,1323.61,1397.16
5265,75.14,0.0143,1352.09,1427.23
5266,76.65,0.0146,1378.94,1455.59
5267,78.70,0.0149,1415.56,1494.26
5268,80.16,0.0152,1441.45,1521.61
5269,81.68,0.0155,1468.57,1550.25
5270,83.83,0.0159,1506.83,1590.66
5271,85.26,0.0162,1532.32,1617.59
5272,86.84,0.0165,1560.27,1647.10
5273,88.42,0.0168,1588.36,1676.78
5274,90.48,0.0172,1625.14,1715.62
5275,91.90,0.0174,1650.28,1742.18
5276,93.41,0.0177,1677.11,1770.52
5277,94.92,0.0180,1703.89,1798.81
5278,97.04,0.0184,1741.55,1838.59
5279,98.52,0.0187,1767.70,1866.21
5280,100.09,0.0190,1795.61,1895.71
5281,101.62,0.0192,1822.58,1924.20
5282,103.72,0.0196,1859.85,1963.56
5283,105.18,0.0199,1885.78,1990.96
5284,106.75,0.0202,1913.55,2020.30
5285,108.32,0.0205,1941.19,2049.50
5286,109.87,0.0208,1968.55,2078.42
5287,110.61,0.0209,1981.42,2092.02
5288,111.35,0.0211,1994.28,2105.62
5289,112.07,0.0212,2006.78,2118.84
5290,113.43,0.0214,2030.74,2144.16
5291,114.17,0.0216,2043.70,2157.88
5292,114.91,0.0217,2056.43,2171.34
5293,115.64,0.0218,2069.13,2184.77
5294,116.99,0.0221,2092.82,2209.80
5295,117.71,0.0222,2105.40,2223.12
5296,118.46,0.0224,2118.28,2236.74
5297,119.20,0.0225,2131.17,2250.37
5298,120.59,0.0228,2155.48,2276.06
5299,121.32,0.0229,2168.19,2289.51
5300,122.06,0.0230,2180.95,2303.01
5301,122.76,0.0232,2193.12,2315.88
5302,124.09,0.0234,2216.43,2340.53
5303,124.83,0.0235,2229.13,2353.96
5304,125.56,0.0237,2241.79,2367.36
5305,126.28,0.0238,2254.11,2380.39
5306,127.64,0.0241,2277.94,2405.58
5307,128.37,0.0242,2290.50,2418.87
5308,129.12,0.0243,2303.38,2432.50
5309,130.46,0.0246,2326.96,2457.42
5310,131.20,0.0247,2339.53,2470.73
5311,131.92,0.0248,2352.01,2483.93
5312,132.66,0.0250,2364.77,2497.43
5313,134.00,0.0252,2388.16,2522.16
5314,134.75,0.0254,2401.07,2535.82
5315,135.49,0.0255,2413.73,2549.22
5316,136.22,0.0256,2426.28,2562.50
5317,137.57,0.0259,2449.87,2587.44
5318,138.30,0.0260,2462.29,2600.59
5319,139.02,0.0261,2474.72,2613.74
5320,139.74,0.0263,2486.93,2626.67
5321,141.07,0.0265,2510.10,2651.17
5322,142.13,0.0267,2528.47,2670.60
5323,143.59,0.0270,2553.95,2697.54
5324,145.09,0.0273,2580.17,2725.26
5325,147.18,0.0276,2616.79,2763.97
5326,148.18,0.0278,2634.10,2782.29
5327,148.94,0.0280,2646.92,2795.86
5328,150.17,0.0282,2668.28,2818.45
5329,152.25,0.0286,2704.84,2857.09
5330,153.64,0.0288,2728.93,2882.58
5331,155.18,0.0291,2755.71,2910.89
5332,156.70,0.0294,2782.24,2938.95
5333,158.79,0.0298,2818.79,2977.58
5334,160.19,0.0300,2842.97,3003.16
5335,161.78,0.0303,2870.57,3032.35
5336,163.30,0.0306,2897.09,3060.39
5337,165.38,0.0310,2933.38,3098.76
5338,166.77,0.0312,2957.49,3124.26
5339,168.34,0.0315,2984.62,3152.96
5340,169.91,0.0318,3011.97,3181.89
5341,171.97,0.0322,3047.78,3219.75
5342,173.40,0.0325,3072.63,3246.04
5343,174.93,0.0327,3099.15,3274.09
5344,176.46,0.0330,3125.52,3301.98
5345,178.49,0.0334,3160.89,3339.38
5346,179.89,0.0337,3185.13,3365.02
5347,181.46,0.0339,3212.15,3393.60
5348,182.98,0.0342,3238.46,3421.43
5349,185.00,0.0346,3273.67,3458.67
5350,186.37,0.0348,3297.27,3483.64
5351,187.92,0.0351,3323.94,3511.86
5352,190.01,0.0355,3360.17,3550.18
5353,191.39,0.0358,3384.03,3575.42
5354,192.86,0.0360,3409.29,3602.14
5355,194.35,0.0363,3435.00,3629.35
5356,196.47,0.0367,3471.76,3668.23
5357,197.88,0.0369,3496.00,3693.88
5358,199.38,0.0372,3521.78,3721.16
5359,200.90,0.0375,3548.00,3748.90
5360,203.05,0.0379,3585.24,3788.29
5361,204.48,0.0381,3609.76,3814.24
5362,206.00,0.0384,3635.89,3841.90
5363,207.56,0.0387,3662.59,3870.14
5364,209.66,0.0391,3699.03,3908.69
5365,211.05,0.0393,3722.84,3933.90
5366,212.64,0.0396,3750.15,3962.79
5367,214.18,0.0399,3776.48,3990.66
5368,216.29,0.0403,3812.96,4029.25
5369,217.65,0.0405,3836.10,4053.74
5370,219.13,0.0408,3861.53,4080.66
5371,220.64,0.0411,3887.27,4107.91
5372,222.69,0.0415,3922.66,4145.34
5373,224.07,0.0417,3946.16,4170.22
5374,225.61,0.0420,3972.52,4198.13
5375,227.13,0.0423,3998.62,4225.75
5376,229.20,0.0426,4034.14,4263.34
5377,230.62,0.0429,4058.31,4288.93
5378,232.14,0.0432,4084.31,4316.45
5379,233.63,0.0434,4109.83,4343.46
5380,235.65,0.0438,4144.49,4380.14
5381,237.04,0.0441,4168.07,4405.10
5382,238.53,0.0443,4193.55,4432.08
5383,240.04,0.0446,4219.12,4459.15
5384,242.06,0.0450,4253.81,4495.86
5385,243.45,0.0452,4277.43,4520.88
5386,245.02,0.0455,4304.11,4549.13
5387,246.51,0.0458,4329.49,4576.00
5388,248.57,0.0461,4364.79,4613.36
5389,249.97,0.0464,4388.61,4638.59
5390,251.48,0.0467,4414.18,4665.66
5391,252.97,0.0469,4439.56,4692.53
5392,254.99,0.0473,4474.00,4728.98
5393,256.39,0.0475,4497.74,4754.13
5394,257.90,0.0478,4523.40,4781.30
5395,260.02,0.0482,4559.56,4819.58
5396,261.41,0.0484,4583.03,4844.44
5397,262.85,0.0487,4607.53,4870.38
5398,264.36,0.0490,4633.05,4897.41
5399,266.48,0.0494,4669.19,4935.67
5400,267.83,0.0496,4692.07,4959.91
5401,269.36,0.0499,4717.85,4987.20
5402,270.90,0.0501,4743.86,5014.75
5403,272.97,0.0505,4779.25,5052.22
5404,274.34,0.0508,4802.24,5076.58
5405,275.87,0.0510,4828.16,5104.04
5406,277.37,0.0513,4853.49,5130.86
5407,279.48,0.0517,4889.31,5168.78
5408,280.87,0.0519,4912.77,5193.65
5409,282.44,0.0522,4939.21,5221.65
5410,283.96,0.0525,4964.81,5248.77
5411,286.06,0.0529,5000.52,5286.58
5412,287.43,0.0531,5023.51,5310.94
5413,288.93,0.0534,5048.84,5337.77
5414,290.44,0.0536,5074.22,5364.67
5415,292.49,0.0540,5108.94,5401.43
5416,293.84,0.0543,5131.60,5425.44
5417,295.41,0.0545,5158.04,5453.45
5418,296.90,0.0548,5183.06,5479.96
5419,298.96,0.0552,5217.93,5516.89
5420,300.41,0.0554,5242.17,5542.58
5421,301.93,0.0557,5267.67,5569.60
5422,303.39,0.0560,5292.23,5595.63
5423,305.43,0.0563,5326.73,5632.17
5424,306.88,0.0566,5350.91,5657.78
5425,308.43,0.0569,5376.88,5685.31
5426,309.96,0.0571,5402.57,5712.53
5427,312.00,0.0575,5437.09,5749.09
5428,313.43,0.0577,5460.91,5774.34
5429,314.95,0.0580,5486.37,5801.32
5430,316.52,0.0583,5512.59,5829.11
5431,318.60,0.0587,5547.75,5866.35
5432,320.00,0.0589,5571.08,5891.08
5433,321.54,0.0592,5596.82,5918.36
5434,323.66,0.0596,5632.61,5956.28
5435,325.06,0.0598,5655.84,5980.90
5436,326.53,0.0601,5680.26,6006.79
5437,328.07,0.0603,5705.89,6033.95
5438,330.18,0.0607,5741.48,6071.66
5439,331.55,0.0610,5764.31,6095.87
5440,333.07,0.0612,5789.56,6122.64
5441,334.65,0.0615,5815.83,6150.48
5442,336.83,0.0619,5852.60,6189.43
5443,338.21,0.0621,5875.53,6213.74
5444,339.71,0.0624,5900.44,6240.16
5445,341.23,0.0627,5925.56,6266.78
5446,343.33,0.0630,5961.00,6304.34
5447,344.73,0.0633,5984.01,6328.74
5448,346.28,0.0636,6009.81,6356.09
5449,347.80,0.0638,6035.04,6382.84
5450,349.89,0.0642,6070.05,6419.94
5451,351.25,0.0644,6092.53,6443.78
5452,352.79,0.0647,6118.09,6470.89
5453,354.34,0.0650,6143.71,6498.05
5454,356.42,0.0653,6178.55,6534.96
5455,357.82,0.0656,6201.60,6559.42
5456,359.35,0.0659,6226.99,6586.34
5457,360.85,0.0661,6251.70,6612.55
5458,362.91,0.0665,6286.25,6649.16
5459,364.31,0.0667,6309.26,6673.57
5460,365.87,0.0670,6335.12,6701.00
5461,367.40,0.0673,6360.23,6727.63
5462,369.46,0.0676,6394.76,6764.22
5463,370.87,0.0679,6417.87,6788.74
5464,372.41,0.0682,6443.36,6815.78
5465,373.90,0.0684,6467.84,6841.74
5466,375.96,0.0688,6502.20,6878.16
5467,377.38,0.0690,6525.44,6902.82
5468,378.87,0.0693,6550.07,6928.94
5469,380.35,0.0695,6574.31,6954.66
5470,382.40,0.0699,6608.39,6990.78
5471,383.79,0.0702,6631.23,7015.02
5472,385.30,0.0704,6656.00,7041.30
5473,386.79,0.0707,6680.48,7067.27
5474,388.81,0.0710,6714.06,7102.88
5475,390.21,0.0713,6736.95,7127.16
5476,391.77,0.0715,6762.56,7154.33
5477,393.92,0.0719,6798.29,7192.21
5478,395.30,0.0722,6820.81,7216.10
5479,396.80,0.0724,6845.31,7242.11
5480,398.31,0.0727,6870.05,7268.35
5481,400.48,0.0731,6906.20,7306.68
5482,401.88,0.0733,6928.96,7330.83
5483,403.37,0.0736,6953.42,7356.79
5484,404.89,0.0738,6978.29,7383.18
5485,406.99,0.0742,7013.05,7420.04
5486,408.40,0.0744,7035.93,7444.32
5487,409.86,0.0747,7059.76,7469.62
5488,411.37,0.0750,7084.41,7495.78
5489,413.45,0.0753,7118.84,7532.29
5490,414.86,0.0756,7141.80,7556.66
5491,416.38,0.0758,7166.59,7582.97
5492,417.91,0.0761,7191.59,7609.51
5493,420.00,0.0765,7226.06,7646.06
5494,421.39,0.0767,7248.54,7669.92
5495,422.94,0.0770,7273.90,7696.84
5496,424.45,0.0772,7298.36,7722.80
5497,426.53,0.0776,7332.81,7759.34
5498,427.96,0.0778,7356.01,7783.98
5499,429.46,0.0781,7380.36,7809.82
5500,430.93,0.0784,7404.19,7835.12
5501,433.02,0.0787,7438.70,7871.72
5502,434.44,0.0790,7461.57,7896.01
5503,435.98,0.0792,7486.63,7922.61
5504,437.50,0.0795,7511.23,7948.73
5505,439.61,0.0799,7545.96,7985.57
5506,440.98,0.0801,7568.04,8009.01
5507,442.51,0.0804,7592.84,8035.35
5508,444.02,0.0806,7617.33,8061.35
5509,446.04,0.0810,7650.57,8096.62
5510,447.41,0.0812,7672.47,8119.88
5511,448.92,0.0815,7696.98,8145.90
5512,450.39,0.0817,7720.73,8171.12
5513,452.44,0.0821,7754.38,8206.82
5514,453.89,0.0823,7777.71,8231.60
5515,455.42,0.0826,7802.45,8257.87
5516,456.94,0.0828,7826.94,8283.88
5517,458.95,0.0832,7859.83,8318.77
5518,460.34,0.0834,7882.13,8342.47
5519,461.85,0.0837,7906.46,8368.31
5520,463.97,0.0841,7941.28,8405.25
5521,465.40,0.0843,7964.27,8429.67
5522,466.92,0.0846,7988.64,8455.55
5523,468.47,0.0848,8013.61,8482.07
5524,470.60,0.0852,8048.55,8519.15
5525,472.02,0.0854,8071.27,8543.29
5526,473.55,0.0857,8096.01,8569.56
5527,475.11,0.0860,8121.10,8596.21
5528,477.22,0.0863,8155.64,8632.86
5529,478.62,0.0866,8177.87,8656.48
5530,480.13,0.0868,8202.18,8682.31
5531,481.65,0.0871,8226.52,8708.16
5532,483.77,0.0875,8261.23,8745.00
5533,485.18,0.0877,8283.58,8768.76
5534,486.71,0.0879,8308.28,8794.99
5535,488.25,0.0882,8332.80,8821.05
5536,490.34,0.0886,8366.90,8857.23
5537,491.67,0.0888,8388.00,8879.66
5538,493.26,0.0891,8413.52,8906.78
5539,494.82,0.0893,8438.48,8933.29
5540,496.92,0.0897,8472.78,8969.70
5541,498.30,0.0899,8494.58,8992.88
5542,499.86,0.0902,8519.59,9019.45
5543,501.42,0.0905,8544.51,9045.93
5544,503.51,0.0908,8578.51,9082.02
5545,504.86,0.0910,8599.99,9104.86
5546,506.44,0.0913,8625.21,9131.65
5547,507.94,0.0916,8649.06,9156.99
5548,510.01,0.0919,8682.65,9192.66
5549,511.39,0.0922,8704.51,9215.90
5550,512.92,0.0924,8728.81,9241.73
5551,514.44,0.0927,8753.04,9267.47
5552,516.52,0.0930,8786.81,9303.33
5553,517.87,0.0933,8808.00,9325.86
5554,519.42,0.0935,8832.80,9352.22
5555,520.96,0.0938,8857.20,9378.15
5556,523.01,0.0941,8890.36,9413.37
5557,524.45,0.0944,8913.20,9437.65
5558,526.00,0.0946,8937.83,9463.83
5559,528.13,0.0950,8972.39,9500.52
5560,529.55,0.0952,8994.67,9524.22
5561,531.09,0.0955,9019.12,9550.21
5562,532.63,0.0958,9043.64,9576.27
5563,534.76,0.0961,9078.12,9612.88
5564,536.16,0.0964,9100.10,9636.26
5565,537.66,0.0966,9123.72,9661.37
5566,539.18,0.0969,9147.78,9686.96
5567,541.42,0.0973,9184.05,9725.46
5568,542.80,0.0975,9205.71,9748.50
5569,544.32,0.0977,9229.74,9774.06
5570,545.88,0.0980,9254.43,9800.31
5571,548.00,0.0984,9288.71,9836.72
5572,549.39,0.0986,9310.41,9859.79
5573,550.89,0.0988,9334.03,9884.91
5574,552.39,0.0991,9357.80,9910.20
5575,554.50,0.0995,9391.76,9946.26
5576,555.94,0.0997,9414.25,9970.19
5577,557.47,0.1000,9438.38,9995.85
5578,558.99,0.1002,9462.39,10021.38
5579,561.10,0.1006,9496.18,10057.28
5580,562.52,0.1008,9518.48,10081.00
5581,564.05,0.1011,9542.54,10106.58
5582,565.58,0.1013,9566.68,10132.27
5583,567.63,0.1017,9599.48,10167.11
5584,569.01,0.1019,9621.00,10190.01
5585,570.52,0.1022,9644.78,10215.30
5586,572.04,0.1024,9668.55,10240.59
5587,574.10,0.1028,9701.52,10275.62
5588,575.46,0.1030,9722.61,10298.07
5589,576.96,0.1032,9746.19,10323.15
5590,578.47,0.1035,9769.90,10348.37
5591,580.52,0.1038,9802.59,10383.11
5592,581.93,0.1041,9824.48,10406.41
5593,583.44,0.1043,9848.15,10431.59
5594,584.95,0.1046,9871.75,10456.69
5595,586.99,0.1049,9904.31,10491.30
5596,588.37,0.1051,9925.82,10514.19
5597,589.89,0.1054,9949.54,10539.43
5598,591.38,0.1056,9972.80,10564.19
5599,593.44,0.1060,10005.65,10599.09
5600,594.87,0.1062,10027.84,10622.71
5601,596.41,0.1065,10051.85,10648.25
5602,598.51,0.1068,10085.32,10683.83
5603,599.87,0.1071,10106.43,10706.30
5604,601.33,0.1073,10129.04,10730.37
5605,602.87,0.1076,10153.01,10755.87
5606,604.94,0.1079,10186.06,10791.01
5607,606.32,0.1081,10207.38,10813.71
5608,607.84,0.1084,10230.91,10838.75
5609,609.37,0.1086,10254.78,10864.15
5610,611.48,0.1090,10288.35,10899.83
5611,612.88,0.1092,10309.92,10922.80
5612,614.34,0.1095,10332.60,10946.94
5613,615.86,0.1097,10356.10,10971.95
5614,617.91,0.1101,10388.69,11006.60
5615,619.27,0.1103,10409.58,11028.85
5616,620.80,0.1105,10433.39,11054.19
5617,622.32,0.1108,10456.82,11079.14
5618,624.43,0.1111,10490.38,11114.81
5619,625.82,0.1114,10511.68,11137.49
5620,627.33,0.1116,10535.05,11162.38
5621,628.80,0.1119,10557.77,11186.57
5622,630.83,0.1122,10589.98,11220.81
5623,632.21,0.1124,10611.00,11243.21
5624,633.73,0.1127,10634.60,11268.33
5625,635.22,0.1129,10657.66,11292.88
5626,637.33,0.1133,10690.98,11328.31
5627,638.68,0.1135,10711.55,11350.23
5628,640.21,0.1138,10735.25,11375.46
5629,641.73,0.1140,10758.62,11400.34
5630,643.78,0.1143,10791.11,11434.89
5631,645.18,0.1146,10812.52,11457.71
5632,646.70,0.1148,10835.83,11482.53
5633,648.21,0.1151,10859.12,11507.33
5634,650.26,0.1154,10891.42,11541.68
5635,651.64,0.1156,10912.52,11564.16
5636,653.19,0.1159,10936.35,11589.54
5637,654.70,0.1161,10959.64,11614.34
5638,656.75,0.1165,10991.87,11648.62
5639,658.14,0.1167,11013.10,11671.24
5640,659.65,0.1170,11036.27,11695.92
5641,661.15,0.1172,11059.31,11720.46
5642,663.17,0.1175,11090.93,11754.10
5643,664.57,0.1178,11112.30,11776.87
5644,666.11,0.1180,11135.97,11802.08
5645,668.21,0.1184,11169.01,11837.22
5646,669.59,0.1186,11190.02,11859.61
5647,671.09,0.1188,11213.00,11884.09
5648,672.64,0.1191,11236.74,11909.38
5649,674.77,0.1194,11270.23,11945.00
5650,676.18,0.1197,11291.58,11967.75
5651,677.72,0.1199,11315.20,11992.92
5652,679.25,0.1202,11338.59,12017.84
5653,681.36,0.1205,11371.77,12053.13
5654,682.81,0.1208,11393.82,12076.63
5655,684.33,0.1210,11417.07,12101.40
5656,685.85,0.1213,11440.29,12126.15
5657,687.94,0.1216,11473.00,12160.94
5658,689.34,0.1218,11494.18,12183.53
5659,690.85,0.1221,11517.06,12207.90
5660,692.34,0.1223,11539.78,12232.12
5661,694.46,0.1227,11572.90,12267.36
5662,695.84,0.1229,11593.81,12289.65
5663,697.37,0.1231,11617.06,12314.43
5664,698.88,0.1234,11640.17,12339.05
5665,700.98,0.1237,11672.81,12373.79
5666,702.28,0.1239,11692.30,12394.57
5667,703.82,0.1242,11715.84,12419.67
5668,705.34,0.1244,11738.96,12444.31
5669,707.45,0.1248,11771.81,12479.26
5670,708.84,0.1250,11792.75,12501.59
5671,710.37,0.1253,11815.98,12526.35
5672,711.89,0.1255,11838.99,12550.88
5673,713.89,0.1258,11870.13,12584.02
5674,715.28,0.1261,11891.03,12606.31
5675,716.82,0.1263,11914.41,12631.23
5676,718.33,0.1266,11937.25,12655.58
5677,720.36,0.1269,11968.75,12689.11
5678,721.76,0.1271,11989.76,12711.52
5679,723.29,0.1274,12012.97,12736.26
5680,724.83,0.1276,12036.27,12761.10
5681,726.85,0.1279,12067.58,12794.43
5682,728.26,0.1282,12088.65,12816.91
5683,729.83,0.1284,12112.43,12842.25
5684,731.96,0.1288,12145.62,12877.58
5685,733.35,0.1290,12166.40,12899.75
5686,734.88,0.1292,12189.49,12924.37
5687,736.42,0.1295,12212.72,12949.13
5688,738.57,0.1298,12246.15,12984.72
5689,739.98,0.1301,12267.24,13007.22
5690,741.51,0.1303,12290.34,13031.85
5691,743.06,0.1306,12313.74,13056.80
5692,745.17,0.1309,12346.29,13091.46
5693,746.57,0.1311,12367.21,13113.78
5694,748.08,0.1314,12389.95,13138.03
5695,749.58,0.1316,12412.49,13162.07
5696,751.66,0.1320,12444.60,13196.26
5697,753.05,0.1322,12465.31,13218.36
5698,754.53,0.1324,12487.42,13241.95
5699,756.05,0.1327,12510.39,13266.45
5700,758.14,0.1330,12542.63,13300.77
5701,759.55,0.1332,12563.51,13323.06
5702,761.06,0.1335,12586.22,13347.28
5703,762.57,0.1337,12608.83,13371.40
5704,764.65,0.1341,12640.86,13405.51
5705,766.05,0.1343,12661.67,13427.72
5706,767.63,0.1345,12685.32,13452.95
5707,769.15,0.1348,12708.13,13477.28
5708,771.24,0.1351,12740.29,13511.53
5709,772.64,0.1353,12761.08,13533.71
5710,774.16,0.1356,12783.81,13557.97
5711,775.64,0.1358,12805.94,13581.58
5712,777.71,0.1362,12837.65,13615.36
5713,779.12,0.1364,12858.47,13637.59
5714,780.68,0.1366,12881.91,13662.59
5715,782.17,0.1369,12904.08,13686.25
5716,784.27,0.1372,12936.36,13720.63
5717,785.69,0.1374,12957.31,13743.00
5718,787.20,0.1377,12979.88,13767.09
5719,788.71,0.1379,13002.42,13791.13
5720,790.78,0.1382,13034.12,13824.90
5721,792.20,0.1385,13054.95,13847.14
5722,793.72,0.1387,13077.62,13871.34
5723,795.21,0.1390,13099.79,13895.00
5724,797.23,0.1393,13130.58,13927.81
5725,798.63,0.1395,13151.17,13949.80
5726,800.13,0.1397,13173.56,13973.70
5727,802.22,0.1401,13205.53,14007.75
5728,803.60,0.1403,13225.73,14029.33
5729,805.08,0.1405,13247.65,14052.74
5730,806.59,0.1408,13270.09,14076.69
5731,808.74,0.1411,13302.93,14111.67
5732,810.23,0.1414,13324.94,14135.17
5733,811.76,0.1416,13347.64,14159.40
5734,813.29,0.1418,13370.33,14183.61
5735,815.39,0.1422,13402.38,14217.77
5736,816.77,0.1424,13422.66,14239.44
5737,818.25,0.1426,13444.50,14262.76
5738,819.79,0.1429,13467.28,14287.08
5739,821.89,0.1432,13499.25,14321.14
5740,823.25,0.1434,13519.16,14342.42
5741,824.80,0.1437,13542.08,14366.88
5742,826.34,0.1439,13564.76,14391.10
5743,828.46,0.1443,13597.09,14425.55
5744,829.85,0.1445,13617.46,14447.31
5745,831.37,0.1447,13639.75,14471.11
5746,832.85,0.1449,13661.64,14494.49
5747,834.94,0.1453,13693.27,14528.21
5748,836.32,0.1455,13713.37,14549.69
5749,837.84,0.1457,13735.84,14573.68
5750,839.41,0.1460,13759.01,14598.42
5751,841.46,0.1463,13790.07,14631.53
5752,842.87,0.1465,13810.70,14653.58
5753,844.40,0.1468,13833.11,14677.51
5754,845.92,0.1470,13855.52,14701.44
5755,847.96,0.1473,13886.34,14734.29
5756,849.35,0.1476,13906.62,14755.97
5757,850.89,0.1478,13929.18,14780.07
5758,852.38,0.1480,13951.03,14803.41
5759,854.41,0.1484,13981.60,14836.01
5760,855.80,0.1486,14001.78,14857.58
5761,857.33,0.1488,14024.22,14881.54
5762,858.83,0.1491,14046.22,14905.05
5763,860.93,0.1494,14078.00,14938.93
5764,862.34,0.1496,14098.38,14960.72
5765,863.89,0.1499,14121.13,14985.01
5766,865.36,0.1501,14142.66,15008.02
5767,867.40,0.1504,14173.34,15040.74
5768,868.80,0.1506,14193.68,15062.48
5769,870.34,0.1509,14216.15,15086.49
5770,872.50,0.1512,14248.82,15121.32
5771,873.84,0.1514,14268.02,15141.85
5772,875.29,0.1516,14289.13,15164.42
5773,876.85,0.1519,14312.00,15188.85
5774,878.99,0.1522,14344.28,15223.27
5775,880.39,0.1524,14364.41,15244.79
5776,881.92,0.1527,14386.79,15268.71
5777,883.46,0.1529,14409.22,15292.68
5778,885.50,0.1533,14439.81,15325.31
5779,886.89,0.1535,14459.93,15346.82
5780,888.46,0.1537,14482.86,15371.33
5781,890.00,0.1540,14505.33,15395.33
5782,892.09,0.1543,14536.60,15428.68
5783,893.42,0.1545,14555.67,15449.09
5784,894.95,0.1547,14577.94,15472.89
5785,896.51,0.1550,14600.58,15497.08
5786,898.63,0.1553,14632.49,15531.12
5787,900.02,0.1555,14652.41,15552.42
5788,901.60,0.1558,14675.41,15577.01
5789,903.11,0.1560,14697.38,15600.50
5790,905.19,0.1563,14728.45,15633.64
5791,906.51,0.1565,14747.33,15653.84
5792,908.06,0.1568,14769.78,15677.84
5793,909.61,0.1570,14792.21,15701.82
5794,911.59,0.1573,14821.83,15733.42
5795,912.99,0.1575,14841.82,15754.81
5796,914.51,0.1578,14863.71,15778.22
5797,916.01,0.1580,14885.50,15801.52
5798,918.07,0.1583,14916.24,15834.31
5799,919.47,0.1586,14936.14,15855.60
5800,920.99,0.1588,14958.14,15879.13
5801,922.50,0.1590,14980.00,15902.50
5802,924.53,0.1593,15010.22,15934.76
5803,925.92,0.1596,15029.89,15955.81
5804,927.46,0.1598,15052.14,15979.60
5805,928.96,0.1600,15073.78,16002.73
5806,931.02,0.1604,15104.41,16035.43
5807,932.42,0.1606,15124.36,16056.78
5808,934.01,0.1608,15147.46,16081.47
5809,936.15,0.1612,15179.42,16115.57
5810,937.57,0.1614,15199.65,16137.22
5811,939.07,0.1616,15221.13,16160.20
5812,940.59,0.1618,15242.99,16183.58
5813,942.70,0.1622,15274.44,16217.14
5814,944.11,0.1624,15294.40,16238.51
5815,945.61,0.1626,15315.96,16261.57
5816,947.15,0.1629,15338.15,16285.30
5817,949.25,0.1632,15369.26,16318.51
5818,950.64,0.1634,15389.04,16339.68
5819,952.17,0.1636,15410.90,16363.06
5820,953.69,0.1639,15432.69,16386.38
5821,955.74,0.1642,15463.15,16418.89
5822,957.13,0.1644,15482.81,16439.94
